index,English Word,Valence,Arousal,Dominance,Turkish Word,Joy,Anger,Sadness,Fear,Disgust
12393,overtime,0.447,0.504,0.529,mesai,1.64,1.92,1.8,2.04,1.76
12394,overtired,0.21,0.357,0.273,aşırı yorgun,1.28,2.38,2.33,2.41,2.32
12395,overture,0.49,0.402,0.491,uvertür,1.95,1.38,1.34,1.4,1.37
12396,overturn,0.24,0.765,0.396,devirmek,1.59,1.75,1.57,1.63,1.9
12397,overview,0.615,0.38,0.539,genel bakış,1.84,1.35,1.3,1.36,1.36
12398,overweight,0.052,0.5,0.389,kilolu,1.21,2.41,2.36,2.33,2.49
12399,overwhelm,0.25,0.823,0.462,kaplamak,1.31,2.3,2.29,2.37,2.17
12400,overwhelmed,0.341,0.68,0.348,ezilmiş,1.35,2.33,2.4,2.49,2.09
12401,overwhelming,0.327,0.83,0.64,karşı konulmaz bunaltıcı,1.46,2.13,2.16,2.31,1.91
12402,overworked,0.133,0.67,0.387,fazla çalışmış,1.21,2.36,2.3,2.25,2.47
12403,overwrought,0.156,0.9,0.571,aşırı yüklenmiş,1.31,2.23,2.15,2.22,2.22
12404,overzealous,0.427,0.804,0.703,Aşırı duyarlı,1.45,2.11,1.99,2.21,1.95
12405,owe,0.5,0.429,0.386,sahip olmak,2.01,1.41,1.37,1.44,1.4
12406,owing,0.396,0.307,0.381,borçlu,1.62,1.61,1.65,1.67,1.6
12407,owl,0.52,0.27,0.321,baykuş,3.06,1.22,1.25,1.27,1.18
12408,owner,0.776,0.449,0.92,sahip,2.69,1.27,1.26,1.31,1.24
12409,ownership,0.628,0.445,0.741,sahiplik,1.98,1.35,1.31,1.37,1.35
12410,ox,0.417,0.396,0.412,öküz,1.71,1.39,1.35,1.4,1.43
12411,oxidation,0.453,0.415,0.211,oksidasyon,1.5,1.84,1.82,1.79,1.9
12412,oxide,0.354,0.377,0.298,oksit,1.72,1.4,1.34,1.4,1.43
12413,oxygen,0.908,0.31,0.575,oksijen,3.78,1.16,1.22,1.24,1.1
12414,oxymoron,0.427,0.481,0.398,tezat,2.2,1.36,1.34,1.4,1.35
12415,oyster,0.5,0.311,0.327,istiridye,1.85,1.38,1.32,1.39,1.39
12416,ozone,0.56,0.345,0.518,ozon,1.74,1.48,1.45,1.49,1.5
12417,pace,0.51,0.38,0.39,adımlamak,1.86,1.4,1.34,1.42,1.39
12418,pacemaker,0.448,0.569,0.582,kalp pili,1.69,1.6,1.53,1.65,1.56
12419,pacific,0.627,0.118,0.58,Pasifik,2.48,1.31,1.29,1.34,1.29
12420,pacified,0.802,0.194,0.414,sakinleştirilmiş,2.19,1.36,1.33,1.39,1.36
12421,pacifier,0.615,0.342,0.356,emzik,2.12,1.37,1.33,1.39,1.36
12422,pacifist,0.663,0.153,0.557,pasifist,1.89,1.39,1.34,1.41,1.39
12423,pacify,0.812,0.283,0.629,yatıştırmak,2.48,1.36,1.32,1.35,1.41
12424,pacing,0.583,0.551,0.491,ilerleme hızı,1.78,1.46,1.41,1.5,1.45
12425,pack,0.51,0.347,0.475,ambalaj,1.98,1.36,1.31,1.38,1.36
12426,package,0.571,0.433,0.443,paket,2.04,1.35,1.31,1.38,1.35
12427,packaging,0.604,0.393,0.549,ambalajlama,1.83,1.37,1.32,1.38,1.38
12428,packer,0.52,0.48,0.537,paketleyici,1.73,1.42,1.35,1.42,1.44
12429,packet,0.582,0.385,0.407,paket,2.15,1.31,1.27,1.33,1.31
12430,pact,0.442,0.444,0.593,anlaşma,1.72,1.5,1.45,1.51,1.51
12431,pad,0.684,0.279,0.33,ped,1.79,1.34,1.29,1.35,1.37
12432,padded,0.606,0.212,0.371,yastıklı,1.77,1.38,1.32,1.39,1.4
12433,padding,0.561,0.398,0.423,dolgu malzemesi,1.74,1.4,1.34,1.4,1.42
12434,paddle,0.561,0.375,0.393,kürek,2.02,1.37,1.32,1.39,1.37
12435,paddle boat,0.663,0.373,0.415,kürek teknesi,,,,,
12436,paddock,0.48,0.429,0.481,padok,1.8,1.39,1.33,1.4,1.4
12437,paddy,0.653,0.33,0.33,çeltik,1.76,1.41,1.36,1.42,1.43
12438,padlock,0.459,0.284,0.457,asma kilit,1.74,1.43,1.37,1.43,1.46
12439,padre,0.684,0.407,0.647,peder,1.79,1.39,1.34,1.41,1.41
12440,paean,0.552,0.547,0.471,ilahi,1.93,1.38,1.34,1.41,1.38
12441,pagan,0.292,0.578,0.542,pagan,1.73,1.59,1.52,1.64,1.56
12442,paganism,0.24,0.64,0.411,paganizm,1.72,1.65,1.58,1.71,1.61
12443,page,0.677,0.224,0.278,sayfa,1.93,1.31,1.27,1.34,1.31
12444,pageant,0.719,0.667,0.651,geçit töreni,1.93,1.55,1.48,1.63,1.48
12445,pager,0.51,0.526,0.554,çağrı cihazı,1.76,1.42,1.37,1.44,1.44
12446,pagination,0.459,0.333,0.4,sayfalandırma,1.81,1.39,1.34,1.4,1.4
12447,paging,0.542,0.398,0.423,sayfalama,1.75,1.41,1.36,1.42,1.43
12448,pagoda,0.571,0.259,0.435,pagoda,2.03,1.34,1.3,1.37,1.33
12449,pail,0.448,0.177,0.188,kova,1.74,1.4,1.35,1.4,1.43
12450,pain,0.012,0.765,0.395,ağrı,1.39,2.11,2.2,2.15,2.1
12451,pained,0.112,0.5,0.25,acılı,1.26,2.23,2.17,2.11,2.36
12452,painful,0.05,0.742,0.33,acı verici,1.17,2.55,2.62,2.59,2.49
12453,painfully,0.156,0.72,0.407,acıyla,1.33,2.13,2.17,2.14,2.09
12454,painkiller,0.487,0.312,0.481,Ağrı kesici,2.18,1.51,1.41,1.51,1.51
12455,painless,0.785,0.173,0.491,ağrısız,3.68,1.21,1.27,1.3,1.15
12456,pains,0.106,0.673,0.362,ağrılar,1.51,2.11,2.01,2.05,2.17
12457,painstaking,0.396,0.335,0.386,özenli,1.95,1.41,1.36,1.44,1.4
12458,paint,0.667,0.343,0.413,boyamak,2.04,1.35,1.31,1.36,1.35
12459,paintball,0.615,0.745,0.537,boya topu,1.92,1.77,1.6,1.98,1.54
12460,paintbrush,0.714,0.226,0.353,boya fırçası,2.62,1.27,1.26,1.31,1.25
12461,painted,0.667,0.333,0.424,boyalı,2.42,1.31,1.29,1.34,1.3
12462,painter,0.677,0.366,0.487,ressam,3.09,1.23,1.25,1.29,1.19
12463,painting,0.792,0.324,0.333,tablo,2.87,1.26,1.26,1.31,1.23
12464,pair,0.552,0.317,0.304,çift,2.02,1.34,1.29,1.36,1.33
12465,paisley,0.531,0.327,0.347,şal,2.18,1.34,1.31,1.38,1.33
12466,pajama,0.908,0.157,0.245,pijama,3.22,1.24,1.26,1.32,1.19
12467,pajamas,0.719,0.17,0.264,pijama,2.91,1.24,1.25,1.29,1.21
12468,pal,0.812,0.426,0.596,dostum,3.35,1.18,1.21,1.25,1.12
12469,palace,0.878,0.51,0.804,Saray,2.05,1.37,1.33,1.41,1.36
12470,palatable,0.823,0.5,0.594,lezzetli,2.79,1.27,1.27,1.31,1.24
12471,palate,0.625,0.35,0.358,damak,2.49,1.3,1.29,1.34,1.28
12472,pale,0.281,0.259,0.245,solgun,1.63,1.58,1.56,1.58,1.61
12473,paleontology,0.438,0.308,0.617,paleontoloji,2.83,1.31,1.3,1.38,1.26
12474,palette,0.59,0.333,0.205,palet,2.06,1.34,1.3,1.37,1.34
12475,pall,0.277,0.387,0.394,palto,1.42,1.84,1.8,1.75,1.99
12476,palladium,0.47,0.38,0.393,paladyum,2.25,1.34,1.3,1.37,1.33
12477,pallet,0.604,0.241,0.349,palet,1.78,1.37,1.31,1.37,1.39
12478,palliative,0.548,0.394,0.518,palyatif,1.69,1.57,1.55,1.6,1.56
12479,palm,0.531,0.194,0.34,avuç içi,2.31,1.32,1.29,1.35,1.3
12480,palmer,0.48,0.269,0.413,avuç içi,1.91,1.38,1.33,1.39,1.38
12481,palomino,0.616,0.349,0.396,palomino,2.33,1.34,1.32,1.39,1.31
12482,palpable,0.552,0.343,0.611,elle tutulur,1.72,1.6,1.54,1.7,1.52
12483,palpitations,0.417,0.702,0.528,çarpıntı,1.32,2.33,2.33,2.45,2.15
12484,palsy,0.083,0.446,0.221,felç,1.41,1.89,1.81,1.75,2.13
12485,paltry,0.333,0.491,0.32,değersiz,1.45,1.84,1.82,1.76,1.95
12486,pamper,0.792,0.321,0.348,şımartmak,3.43,1.23,1.26,1.29,1.18
12487,pamphlet,0.53,0.25,0.327,broşür,1.73,1.44,1.38,1.45,1.46
12488,pan,0.734,0.182,0.364,tava,1.78,1.35,1.29,1.35,1.38
12489,panacea,0.42,0.427,0.613,her derde deva,1.95,1.41,1.38,1.43,1.41
12490,panache,0.51,0.363,0.306,gösteriş,2.7,1.3,1.28,1.36,1.26
12491,pancake,0.802,0.274,0.364,Gözleme,3.42,1.21,1.25,1.28,1.16
12492,pancakes,0.844,0.373,0.402,krep,3.46,1.2,1.24,1.28,1.14
12493,pancreas,0.469,0.302,0.366,pankreas,1.61,1.64,1.58,1.6,1.69
12494,panda,0.646,0.194,0.406,panda,3.49,1.22,1.26,1.31,1.14
12495,pandemic,0.16,0.79,0.544,pandemi,1.21,2.78,2.83,3.22,2.23
12496,pandemonium,0.229,0.885,0.5,pandemonium,1.49,2.18,2.02,2.43,1.87
12497,pane,0.385,0.25,0.444,bölme,1.73,1.36,1.31,1.36,1.4
12498,panel,0.469,0.321,0.425,panel,1.76,1.39,1.33,1.4,1.41
12499,pang,0.146,0.595,0.455,sancı,1.52,1.82,1.71,1.79,1.86
12500,panhandle,0.441,0.431,0.414,panhandle,1.63,1.68,1.64,1.69,1.67
12501,panic,0.062,0.938,0.4,panik,1.24,2.7,2.69,3.14,2.19
12502,panicattack,0.255,0.724,0.386,panik atak,,,,,
12503,panicked,0.1,0.949,0.26,panik,1.3,2.53,2.54,2.86,2.12
12504,panicking,0.094,0.882,0.333,panik,1.31,2.46,2.45,2.73,2.11
12505,panicky,0.284,0.962,0.393,panik,1.28,2.48,2.5,2.74,2.17
12506,panier,0.5,0.392,0.38,bölme,1.8,1.37,1.32,1.38,1.38
12507,panorama,0.719,0.402,0.625,panorama,3.07,1.26,1.27,1.33,1.2
12508,panoramic,0.542,0.462,0.684,panoramik,3.23,1.23,1.26,1.3,1.17
12509,pansy,0.653,0.283,0.589,hercai menekşe,1.6,1.85,1.8,1.94,1.73
12510,pant,0.448,0.463,0.409,pantolon,1.87,1.39,1.33,1.41,1.39
12511,pantheon,0.144,0.41,0.61,panteon,2.42,1.34,1.31,1.38,1.31
12512,panther,0.303,0.594,0.682,panter,2.42,1.47,1.39,1.59,1.36
12513,panties,0.594,0.529,0.312,külot,2.54,1.38,1.34,1.46,1.31
12514,pantomime,0.552,0.481,0.385,pandomim,1.93,1.44,1.4,1.47,1.43
12515,pantry,0.622,0.294,0.312,kiler,2.12,1.33,1.29,1.35,1.33
12516,pants,0.673,0.32,0.333,pantolon,1.89,1.4,1.35,1.42,1.4
12517,panty,0.451,0.557,0.303,külot,2.44,1.37,1.34,1.44,1.33
12518,pantyhose,0.57,0.539,0.25,külotlu çorap,2.42,1.34,1.31,1.39,1.31
12519,pap,0.438,0.403,0.302,baba,1.62,1.51,1.47,1.49,1.59
12520,papa,0.656,0.34,0.527,baba,3.27,1.21,1.24,1.27,1.16
12521,papacy,0.481,0.263,0.553,papalık,1.72,1.46,1.41,1.47,1.47
12522,papal,0.493,0.304,0.559,papalık,1.76,1.42,1.36,1.43,1.43
12523,papaya,0.63,0.306,0.3,papaya,3.0,1.25,1.26,1.3,1.22
12524,paper,0.52,0.123,0.293,kağıt,1.8,1.34,1.28,1.34,1.36
12525,paperback,0.633,0.269,0.314,ciltsiz,3.05,1.24,1.26,1.31,1.2
12526,paperboy,0.521,0.49,0.471,gazeteci çocuk,1.86,1.39,1.35,1.41,1.39
12527,paperweight,0.421,0.278,0.433,kağıt ağırlığı,2.26,1.35,1.33,1.38,1.34
12528,paperwork,0.448,0.355,0.422,evrak işi,1.6,1.64,1.55,1.59,1.72
12529,paprika,0.417,0.25,0.264,kırmızı biber,3.08,1.24,1.25,1.31,1.19
12530,papyrus,0.459,0.24,0.324,papirüs,1.79,1.39,1.34,1.4,1.4
12531,par,0.615,0.372,0.429,eşit,1.76,1.39,1.34,1.4,1.41
12532,parable,0.479,0.357,0.525,benzetme,2.06,1.37,1.32,1.4,1.35
12533,parabola,0.542,0.413,0.62,parabol,1.85,1.39,1.33,1.4,1.39
12534,parabolic,0.459,0.509,0.5,parabolik,1.89,1.37,1.32,1.38,1.37
12535,parachute,0.562,0.787,0.564,paraşüt,1.88,1.69,1.55,1.88,1.51
12536,parade,0.792,0.685,0.509,geçit töreni,3.09,1.32,1.32,1.42,1.23
12537,paradigm,0.573,0.429,0.779,paradigma,1.89,1.39,1.35,1.41,1.39
12538,paradise,0.875,0.54,0.796,cennet,3.52,1.25,1.29,1.34,1.18
12539,paradox,0.417,0.442,0.482,paradoks,1.77,1.69,1.62,1.81,1.58
12540,paradoxical,0.406,0.547,0.433,paradoksal,1.78,1.55,1.49,1.61,1.5
12541,paraffin,0.426,0.291,0.343,parafin,1.78,1.4,1.34,1.4,1.42
12542,paragon,0.49,0.431,0.473,mükemmel,2.18,1.35,1.3,1.37,1.34
12543,paragraph,0.51,0.164,0.269,paragraf,1.78,1.37,1.32,1.38,1.39
12544,parakeet,0.576,0.387,0.227,muhabbet kuşu,3.02,1.25,1.27,1.32,1.21
12545,paralegal,0.479,0.47,0.519,paralegal,1.84,1.43,1.37,1.46,1.42
12546,parallax,0.437,0.394,0.471,paralaks,2.28,1.36,1.34,1.41,1.33
12547,parallel,0.568,0.284,0.465,paralel,1.81,1.39,1.34,1.4,1.4
12548,parallelism,0.549,0.363,0.527,paralellik,2.25,1.37,1.32,1.41,1.34
12549,paralysis,0.156,0.5,0.305,felç,1.24,2.35,2.6,2.51,2.18
12550,paralyze,0.188,0.367,0.471,felç etmek,1.24,2.45,2.55,2.59,2.24
12551,paramedic,0.673,0.464,0.636,sağlık görevlisi,1.74,1.7,1.57,1.85,1.56
12552,paramedics,0.479,0.594,0.712,sağlık görevlileri,1.69,1.81,1.67,2.0,1.61
12553,paramilitary,0.154,0.804,0.727,paramiliter,1.54,1.94,1.8,2.05,1.81
12554,paramount,0.771,0.615,0.902,en önemli,2.53,1.32,1.3,1.37,1.28
12555,paranoia,0.146,0.841,0.407,paranoya,1.23,2.59,2.51,2.75,2.35
12556,paranoid,0.122,0.918,0.364,paranoyak,1.23,2.56,2.52,2.72,2.33
12557,paranormal,0.167,0.814,0.56,paranormal,1.7,1.97,1.82,2.27,1.66
12558,parapet,0.45,0.356,0.279,korkuluk,1.72,1.42,1.35,1.41,1.44
12559,paraphernalia,0.443,0.726,0.509,gereç,1.77,1.85,1.76,1.93,1.75
12560,paraphrase,0.5,0.375,0.444,açıklama,1.97,1.37,1.33,1.38,1.37
12561,paraplegic,0.188,0.441,0.321,belden aşağısı felçli,1.31,2.29,2.48,2.45,2.06
12562,parasite,0.092,0.442,0.324,parazit,1.17,2.63,2.7,2.81,2.34
12563,parasitic,0.037,0.6,0.364,parazit,1.17,2.61,2.76,2.76,2.37
12564,parasol,0.604,0.255,0.304,şemsiye,2.21,1.32,1.28,1.34,1.3
12565,parcel,0.66,0.324,0.411,parsel,1.88,1.36,1.31,1.37,1.36
12566,parcels,0.551,0.445,0.418,parseller,1.95,1.34,1.29,1.35,1.34
12567,parched,0.25,0.235,0.255,kavrulmuş,1.33,2.13,1.93,1.9,2.43
12568,parchment,0.615,0.228,0.455,parşömen,1.83,1.38,1.33,1.39,1.39
12569,pardon,0.552,0.413,0.542,Pardon,1.97,1.38,1.33,1.39,1.38
12570,pare,0.5,0.356,0.309,pare,1.69,1.48,1.43,1.47,1.52
12571,parenchyma,0.5,0.399,0.595,parankim,1.74,1.45,1.39,1.43,1.49
12572,parent,0.812,0.357,0.86,ebeveyn,3.32,1.2,1.23,1.26,1.15
12573,parentage,0.903,0.382,0.595,ebeveynlik,2.15,1.36,1.32,1.4,1.34
12574,parental,0.76,0.43,0.627,ebeveyn,2.63,1.29,1.29,1.33,1.27
12575,parenthesis,0.51,0.255,0.38,parantez,1.82,1.37,1.32,1.38,1.38
12576,parenthetical,0.49,0.327,0.391,parantez içinde,1.71,1.47,1.41,1.45,1.5
12577,parenthood,0.75,0.63,0.782,ebeveynlik,2.72,1.43,1.39,1.56,1.32
12578,parenting,0.812,0.52,0.676,ebeveynlik,3.42,1.23,1.26,1.31,1.16
12579,pariah,0.397,0.478,0.293,parya,1.49,1.83,1.8,1.79,1.92
12580,parietal,0.481,0.333,0.491,parietal,1.73,1.44,1.4,1.45,1.46
12581,paring,0.429,0.441,0.324,soyma,1.75,1.42,1.37,1.43,1.45
12582,parish,0.698,0.354,0.582,bucak,1.79,1.36,1.3,1.37,1.38
12583,parity,0.582,0.406,0.407,parite,1.78,1.41,1.36,1.42,1.43
12584,park,0.816,0.343,0.414,park,3.35,1.18,1.22,1.26,1.12
12585,parka,0.469,0.481,0.395,parka,1.91,1.35,1.3,1.37,1.36
12586,parking,0.777,0.469,0.51,otopark,1.78,1.4,1.34,1.4,1.41
12587,parkinsons,0.104,0.57,0.373,parkinsonlar,1.18,2.54,2.79,2.74,2.24
12588,parlance,0.51,0.35,0.462,deyim,1.74,1.39,1.33,1.39,1.41
12589,parlay,0.469,0.611,0.483,müzakere,1.85,1.43,1.37,1.46,1.42
12590,parliament,0.573,0.54,0.858,parlamento,1.66,1.56,1.49,1.55,1.59
12591,parliamentary,0.49,0.554,0.755,parlamenter,1.74,1.45,1.39,1.46,1.46
12592,parlor,0.5,0.327,0.366,salon,2.11,1.38,1.34,1.41,1.36
12593,parmesan,0.698,0.321,0.382,Parmesan Peyniri,3.07,1.24,1.25,1.3,1.2
12594,parody,0.561,0.651,0.375,parodi,2.15,1.45,1.38,1.52,1.39
12595,parole,0.388,0.62,0.526,şartlı tahliye,1.15,2.48,2.67,2.5,2.44
12596,parquet,0.541,0.24,0.422,parke,1.87,1.34,1.29,1.35,1.35
12597,parrot,0.588,0.333,0.292,papağan,2.59,1.3,1.3,1.35,1.27
12598,parry,0.51,0.404,0.436,savuşturma,1.63,1.74,1.6,1.73,1.73
12599,parse,0.469,0.456,0.667,ayrıştırmak,1.65,1.54,1.47,1.51,1.59
12600,parsimonious,0.417,0.312,0.446,cimri,1.98,1.37,1.33,1.39,1.37
12601,parsimony,0.449,0.28,0.403,cimrilik,1.82,1.41,1.36,1.42,1.42
12602,parsley,0.458,0.17,0.291,maydanoz,2.72,1.25,1.25,1.29,1.23
12603,parson,0.583,0.25,0.615,papaz,1.77,1.43,1.35,1.41,1.48
12604,part,0.663,0.278,0.36,Bölüm,1.88,1.34,1.3,1.36,1.34
12605,partake,0.755,0.656,0.629,katılmak,2.44,1.34,1.31,1.39,1.3
12606,partial,0.429,0.324,0.348,kısmi,1.9,1.4,1.36,1.42,1.4
12607,partiality,0.375,0.38,0.49,tarafgirlik,1.56,1.75,1.57,1.62,1.92
12608,partially,0.418,0.368,0.396,kısmen,2.07,1.34,1.31,1.37,1.34
12609,participant,0.712,0.598,0.613,katılımcı,2.07,1.34,1.3,1.37,1.33
12610,participate,0.755,0.58,0.684,Katıl,2.61,1.31,1.29,1.37,1.28
12611,participation,0.781,0.7,0.702,katılım,2.48,1.33,1.3,1.38,1.3
12612,particle,0.521,0.265,0.438,parçacık,1.85,1.39,1.34,1.41,1.4
12613,particular,0.562,0.402,0.552,özel,2.32,1.32,1.29,1.35,1.3
12614,particularity,0.67,0.434,0.586,özellik,2.2,1.36,1.32,1.4,1.34
12615,particulars,0.604,0.348,0.525,ayrıntılar,2.05,1.36,1.32,1.38,1.36
12616,parting,0.26,0.542,0.353,ayrılık,1.76,1.53,1.45,1.56,1.51
12617,partisan,0.615,0.549,0.669,partizan,1.41,2.04,1.95,1.99,2.07
12618,partisanship,0.438,0.566,0.551,partizanlık,1.34,2.16,2.05,2.06,2.24
12619,partition,0.615,0.469,0.567,bölme,1.73,1.43,1.36,1.43,1.45
12620,partly,0.415,0.41,0.396,kısmen,1.91,1.39,1.35,1.41,1.39
12621,partner,0.673,0.302,0.586,ortak,3.63,1.22,1.26,1.31,1.14
12622,partnership,0.786,0.387,0.545,ortaklık,3.03,1.26,1.26,1.32,1.22
12623,partridge,0.583,0.415,0.25,keklik,2.6,1.29,1.28,1.33,1.27
12624,parts,0.459,0.327,0.392,parçalar,1.94,1.33,1.28,1.34,1.33
12625,party,0.948,0.84,0.547,Parti,2.8,1.29,1.28,1.35,1.25
12626,pas,0.49,0.344,0.262,pas,1.76,1.44,1.41,1.46,1.46
12627,pass,0.51,0.324,0.362,geçmek,2.4,1.34,1.34,1.38,1.32
12628,passable,0.688,0.337,0.633,fena,1.91,1.37,1.33,1.39,1.38
12629,passage,0.429,0.314,0.37,geçit,2.39,1.32,1.3,1.35,1.3
12630,passageway,0.49,0.389,0.4,geçit,1.99,1.38,1.33,1.38,1.39
12631,passe,0.531,0.357,0.426,geçmek,1.7,1.51,1.47,1.52,1.52
12632,passenger,0.717,0.413,0.481,yolcu,1.83,1.39,1.34,1.4,1.4
12633,passim,0.458,0.491,0.333,geçiş,1.71,1.41,1.37,1.41,1.44
12634,passing,0.458,0.298,0.509,geçen,1.96,1.51,1.52,1.56,1.47
12635,passion,0.854,0.865,0.728,tutku,3.47,1.27,1.28,1.37,1.18
12636,passionate,0.99,0.827,0.731,tutkulu,3.46,1.32,1.33,1.45,1.22
12637,passive,0.42,0.116,0.241,pasif,1.76,1.43,1.37,1.44,1.44
12638,passivity,0.241,0.115,0.246,pasiflik,1.57,1.7,1.61,1.62,1.83
12639,passkey,0.646,0.5,0.791,geçiş anahtarı,1.83,1.39,1.33,1.4,1.39
12640,passport,0.653,0.457,0.682,pasaport,2.5,1.3,1.28,1.33,1.28
12641,password,0.39,0.356,0.559,şifre,1.91,1.37,1.32,1.39,1.37
12642,past,0.49,0.422,0.311,geçmiş,1.75,1.44,1.4,1.45,1.45
12643,pasta,0.615,0.306,0.375,makarna,3.09,1.21,1.22,1.28,1.16
12644,paste,0.5,0.556,0.5,yapıştırmak,1.75,1.38,1.32,1.37,1.41
12645,pastel,0.719,0.357,0.367,pastel,2.91,1.25,1.26,1.31,1.21
12646,pastime,0.677,0.353,0.443,eğlence,2.47,1.32,1.3,1.38,1.28
12647,pastor,0.698,0.236,0.746,papaz,1.83,1.4,1.35,1.42,1.41
12648,pastrami,0.542,0.415,0.348,pastırma,2.75,1.29,1.28,1.34,1.25
12649,pastry,0.87,0.407,0.419,hamur işi,2.91,1.22,1.22,1.26,1.19
12650,pasture,0.688,0.145,0.17,otlak,2.28,1.3,1.28,1.33,1.29
12651,pasty,0.479,0.363,0.375,macunsu,1.52,1.68,1.57,1.57,1.87
12652,pat,0.418,0.377,0.34,pat,1.87,1.36,1.3,1.36,1.38
12653,patch,0.439,0.288,0.283,yama,1.75,1.41,1.34,1.4,1.43
12654,patchwork,0.5,0.26,0.325,patchwork,1.77,1.49,1.44,1.52,1.48
12655,pate,0.406,0.26,0.26,pate,1.78,1.38,1.33,1.38,1.41
12656,patella,0.43,0.26,0.342,diz kapağı,1.72,1.43,1.38,1.44,1.46
12657,patent,0.724,0.391,0.609,patent,1.75,1.41,1.36,1.42,1.44
12658,patented,0.571,0.422,0.685,patentli,1.85,1.4,1.35,1.42,1.41
12659,paternal,0.776,0.353,0.755,baba,2.83,1.27,1.28,1.31,1.24
12660,paternity,0.704,0.59,0.806,babalık,2.6,1.35,1.33,1.41,1.31
12661,path,0.59,0.245,0.421,yol,2.14,1.31,1.29,1.34,1.29
12662,pathetic,0.088,0.464,0.139,acınası,1.28,2.26,2.4,2.27,2.23
12663,pathological,0.22,0.602,0.58,patolojik,1.27,2.32,2.22,2.22,2.42
12664,pathologist,0.354,0.552,0.585,patolog,1.7,1.63,1.53,1.6,1.67
12665,pathology,0.271,0.56,0.558,patoloji,1.31,2.15,2.1,2.06,2.26
12666,pathos,0.35,0.449,0.462,acınası,2.05,1.37,1.34,1.39,1.37
12667,pathway,0.646,0.41,0.519,patika,2.05,1.34,1.3,1.37,1.32
12668,patience,0.771,0.125,0.387,sabır,2.78,1.27,1.26,1.32,1.23
12669,patient,0.583,0.193,0.34,hasta,1.95,1.42,1.35,1.43,1.44
12670,patio,0.562,0.245,0.402,veranda,2.97,1.23,1.24,1.3,1.19
12671,patriarch,0.592,0.448,0.898,patrik,2.0,1.41,1.35,1.46,1.38
12672,patriarchal,0.531,0.5,0.857,ataerkil,1.69,1.59,1.48,1.59,1.6
12673,patrimony,0.719,0.406,0.74,miras,2.5,1.31,1.3,1.35,1.3
12674,patriot,0.771,0.635,0.886,vatansever,2.13,1.45,1.38,1.52,1.39
12675,patriotic,0.875,0.509,0.933,vatansever,3.19,1.31,1.3,1.4,1.22
12676,patriotism,0.708,0.635,0.848,vatanseverlik,2.89,1.29,1.28,1.35,1.25
12677,patrol,0.427,0.664,0.736,devriye gezmek,1.62,1.71,1.54,1.69,1.72
12678,patrolman,0.469,0.731,0.884,devriye,1.58,1.79,1.67,1.84,1.74
12679,patron,0.583,0.451,0.87,patron,1.85,1.39,1.33,1.4,1.39
12680,patronage,0.583,0.49,0.583,himaye,1.92,1.39,1.34,1.41,1.39
12681,patronising,0.439,0.455,0.582,patronluk taslayan,1.38,2.05,1.91,1.9,2.21
12682,patronize,0.43,0.451,0.591,himaye etmek,1.64,1.69,1.46,1.47,2.01
12683,patronizing,0.542,0.365,0.529,patronluk taslayan,1.24,2.37,2.28,2.25,2.47
12684,patter,0.312,0.635,0.451,pıtırtı,1.98,1.36,1.33,1.39,1.36
12685,pattern,0.479,0.422,0.664,model,1.88,1.34,1.3,1.36,1.35
12686,paucity,0.153,0.453,0.175,kıtlık,1.63,1.57,1.59,1.59,1.59
12687,pauper,0.26,0.347,0.151,fakir,1.52,1.7,1.71,1.65,1.81
12688,pause,0.429,0.188,0.264,Duraklat,1.81,1.39,1.33,1.39,1.4
12689,pave,0.594,0.49,0.509,döşemek,2.21,1.35,1.32,1.4,1.33
12690,pavement,0.46,0.353,0.475,kaldırım,1.72,1.44,1.39,1.44,1.48
12691,pavilion,0.583,0.5,0.77,köşk,2.82,1.25,1.25,1.3,1.22
12692,paving,0.408,0.469,0.545,kaldırım,1.87,1.4,1.35,1.42,1.4
12693,paw,0.417,0.36,0.286,Pati,1.85,1.37,1.31,1.38,1.38
12694,pawn,0.39,0.321,0.187,piyon,1.53,1.75,1.54,1.54,2.05
12695,pawnshop,0.396,0.439,0.519,rehinci,1.69,1.74,1.67,1.74,1.73
12696,pax,0.551,0.421,0.473,Sulh,1.81,1.35,1.31,1.37,1.37
12697,pay,0.514,0.588,0.592,ödemek,2.7,1.29,1.3,1.35,1.25
12698,payable,0.385,0.48,0.606,ödenebilir,3.41,1.21,1.24,1.27,1.16
12699,payback,0.459,0.5,0.567,geri ödeme,1.75,1.78,1.65,1.83,1.71
12700,paycheck,0.896,0.63,0.652,maaş çeki,3.55,1.25,1.28,1.33,1.19
12701,payday,0.833,0.741,0.571,maaş günü,4.06,1.22,1.29,1.33,1.13
12702,payer,0.313,0.63,0.638,ödeyen,1.45,1.83,1.66,1.62,2.13
12703,payload,0.612,0.51,0.682,yük,1.73,1.62,1.52,1.7,1.55
12704,payment,0.629,0.452,0.643,Ödeme,2.33,1.36,1.33,1.41,1.34
12705,payoff,0.74,0.644,0.673,hesabı kapatmak,2.96,1.38,1.35,1.5,1.28
12706,payout,0.646,0.6,0.575,ödeme,3.37,1.27,1.29,1.36,1.19
12707,payphone,0.469,0.36,0.37,ankesörlü telefon,1.75,1.41,1.37,1.42,1.43
12708,payroll,0.521,0.36,0.549,maaş bordrosu,2.81,1.28,1.28,1.31,1.26
